CREATE TABLE Customer (
    CustomerID INT PRIMARY KEY,
    Name VARCHAR(100),
    Age INT,
    Gender VARCHAR(10),
    SubscriptionType VARCHAR(20),
    SubscriptionDate DATE,
    LastLoginDate DATE,
    TotalSessions INT,
    FeedbackScore INT,
    IsChurned INT
);



INSERT INTO Customer VALUES (1, 'Mahesh Gupta_1', 24, 'Male', 'Premium', '2024-01-18', '2026-03-13', 113, 2, 0);
INSERT INTO Customer VALUES (10096, 'Rahul Yadav_10096', 22, 'Female', 'Basic', '2023-12-23', '2026-04-05', 50, 2, 1);
INSERT INTO Customer VALUES (10097, 'Rahul Shetty_10097', 45, 'Male', 'Standard', '2024-01-16', '2026-04-08', 36, 3, 0);
INSERT INTO Customer VALUES (10098, 'Diya Pandya_10098', 46, 'Other', 'Premium', '2025-12-02', '2026-03-02', 411, 3, 1);
INSERT INTO Customer VALUES (10099, 'Karan Kulkarni_10099', 41, 'Male', 'Basic', '2025-03-01', '2026-03-24', 24, 1, 1);
INSERT INTO Customer VALUES (10100, 'Arjun Patel_10100', 53, 'Female', 'Standard', '2025-02-28', '2026-03-01', 9, 4, 0);
INSERT INTO Customer VALUES (10101, 'Meera Kapoor_10101', 36, 'Male', 'Standard', '2023-09-23', '2026-04-25', 363, 1, 1);
INSERT INTO Customer VALUES (10102, 'Ishaan Gupta_10102', 59, 'Other', 'Premium', '2024-03-30', '2026-03-07', 316, 1, 1);
INSERT INTO Customer VALUES (10103, 'Navya Yadav_10103', 64, 'Female', 'Basic', '2024-09-05', '2026-03-24', 326, 5, 0);
INSERT INTO Customer VALUES (10104, 'Aarav Shetty_10104', 36, 'Female', 'Standard', '2025-02-20', '2026-03-16', 473, 1, 1);
INSERT INTO Customer VALUES (10105, 'Krishna Jain_10105', 56, 'Male', 'Premium', '2024-07-15', '2026-04-27', 211, 4, 1);
INSERT INTO Customer VALUES (10106, 'Karan Patel_10106', 57, 'Male', 'Basic', '2024-08-06', '2026-03-29', 440, 2, 0);
INSERT INTO Customer VALUES (10107, 'Sai Nair_10107', 32, 'Other', 'Basic', '2025-04-02', '2026-03-13', 219, 5, 0);
INSERT INTO Customer VALUES (10108, 'Arjun Patel_10108', 38, 'Female', 'Standard', '2025-06-28', '2026-03-04', 473, 5, 0);
INSERT INTO Customer VALUES (10109, 'Aditya Chauhan_10109', 35, 'Female', 'Standard', '2025-04-21', '2026-03-31', 215, 5, 0);
INSERT INTO Customer VALUES (10110, 'Rahul Sharma_10110', 38, 'Male', 'Basic', '2024-11-29', '2026-02-20', 4, 5, 1);
INSERT INTO Customer VALUES (10111, 'Arjun Chatterjee_10111', 30, 'Female', 'Basic', '2024-05-25', '2026-02-23', 215, 3, 1);
INSERT INTO Customer VALUES (10112, 'Aarav Bansal_10112', 21, 'Other', 'Premium', '2023-10-07', '2026-02-02', 238, 1, 0);
INSERT INTO Customer VALUES (10113, 'Anika Kapoor_10113', 58, 'Other', 'Basic', '2025-08-25', '2026-02-23', 400, 3, 1);
INSERT INTO Customer VALUES (10114, 'Mahesh Agarwal_10114', 60, 'Other', 'Standard', '2025-02-26', '2026-03-28', 76, 3, 1);
INSERT INTO Customer VALUES (10115, 'Rahul Bansal_10115', 60, 'Other', 'Premium', '2025-04-18', '2026-01-27', 200, 2, 1);
INSERT INTO Customer VALUES (10116, 'Riya Naidu_10116', 64, 'Other', 'Standard', '2024-06-07', '2026-03-12', 177, 5, 0);
INSERT INTO Customer VALUES (10117, 'Anaya Patel_10117', 24, 'Male', 'Premium', '2024-07-03', '2026-03-08', 319, 5, 0);
INSERT INTO Customer VALUES (10118, 'Aditya Jain_10118', 52, 'Male', 'Standard', '2025-10-25', '2026-02-02', 305, 5, 0);
INSERT INTO Customer VALUES (10119, 'Pari Patel_10119', 68, 'Male', 'Standard', '2025-02-18', '2026-03-19', 57, 5, 0);
INSERT INTO Customer VALUES (10120, 'Rahul Reddy_10120', 48, 'Other', 'Basic', '2024-02-28', '2026-04-10', 315, 3, 0);
INSERT INTO Customer VALUES (10121, 'Anaya Mehta_10121', 36, 'Female', 'Premium', '2024-10-21', '2026-01-19', 408, 4, 1);
INSERT INTO Customer VALUES (10122, 'Aanya Shetty_10122', 38, 'Other', 'Premium', '2025-03-10', '2026-04-23', 179, 5, 1);
INSERT INTO Customer VALUES (10123, 'Deepak Mishra_10123', 64, 'Other', 'Premium', '2025-01-22', '2026-03-22', 207, 5, 0);
INSERT INTO Customer VALUES (10124, 'Nitin Sharma_10124', 57, 'Other', 'Premium', '2025-07-18', '2026-01-22', 308, 5, 0);
INSERT INTO Customer VALUES (10125, 'Deepak Kulkarni_10125', 27, 'Male', 'Basic', '2023-10-01', '2026-02-10', 356, 2, 1);
INSERT INTO Customer VALUES (10126, 'Mahesh Ghosh_10126', 65, 'Male', 'Basic', '2023-10-01', '2026-04-17', 360, 4, 1);
INSERT INTO Customer VALUES (10127, 'Shaurya Desai_10127', 55, 'Other', 'Standard', '2024-07-26', '2026-01-18', 135, 4, 0);
INSERT INTO Customer VALUES (10128, 'Pari Singh_10128', 46, 'Female', 'Standard', '2025-08-08', '2026-03-28', 148, 3, 1);
INSERT INTO Customer VALUES (10129, 'Nitin Mehta_10129', 18, 'Other', 'Standard', '2025-09-14', '2026-02-20', 478, 4, 0);
INSERT INTO Customer VALUES (10130, 'Vihaan Mishra_10130', 57, 'Other', 'Basic', '2024-02-13', '2026-01-30', 399, 1, 0);
INSERT INTO Customer VALUES (10131, 'Ira Pandya_10131', 33, 'Female', 'Basic', '2024-08-08', '2026-04-05', 289, 3, 0);
INSERT INTO Customer VALUES (10132, 'Kavya Nair_10132', 61, 'Male', 'Standard', '2023-10-21', '2026-03-12', 14, 3, 1);
INSERT INTO Customer VALUES (10133, 'Rohan Menon_10133', 25, 'Other', 'Premium', '2025-09-30', '2026-03-17', 6, 3, 1);
INSERT INTO Customer VALUES (10134, 'Simran Reddy_10134', 64, 'Other', 'Basic', '2024-02-26', '2026-04-24', 159, 4, 1);
INSERT INTO Customer VALUES (10135, 'Simran Shetty_10135', 63, 'Other', 'Basic', '2025-05-29', '2026-01-24', 275, 1, 0);
INSERT INTO Customer VALUES (10136, 'Deepak Mehta_10136', 18, 'Other', 'Standard', '2024-05-06', '2026-04-13', 335, 3, 1);
INSERT INTO Customer VALUES (10137, 'Nitin Agarwal_10137', 25, 'Male', 'Standard', '2025-12-24', '2026-03-31', 406, 2, 0);
INSERT INTO Customer VALUES (10138, 'Suresh Verma_10138', 35, 'Male', 'Standard', '2023-08-02', '2026-03-30', 271, 3, 0);
INSERT INTO Customer VALUES (10139, 'Aanya Chatterjee_10139', 24, 'Female', 'Basic', '2025-07-17', '2026-02-24', 106, 5, 0);
INSERT INTO Customer VALUES (10140, 'Vihaan Desai_10140', 31, 'Male', 'Basic', '2026-04-27', '2026-03-10', 134, 3, 1);
INSERT INTO Customer VALUES (10141, 'Sai Menon_10141', 27, 'Female', 'Standard', '2024-01-10', '2026-01-28', 314, 1, 0);
INSERT INTO Customer VALUES (10142, 'Aanya Mishra_10142', 67, 'Other', 'Basic', '2023-12-17', '2026-02-21', 462, 3, 0);
INSERT INTO Customer VALUES (10143, 'Meera Pandya_10143', 42, 'Other', 'Premium', '2025-01-25', '2026-03-21', 367, 1, 1);
INSERT INTO Customer VALUES (10144, 'Arjun Pillai_10144', 43, 'Female', 'Premium', '2024-06-14', '2026-02-26', 428, 3, 0);
INSERT INTO Customer VALUES (10145, 'Nisha Yadav_10145', 27, 'Male', 'Premium', '2023-12-01', '2026-02-05', 158, 4, 0);
INSERT INTO Customer VALUES (10146, 'Aarav Verma_10146', 34, 'Other', 'Premium', '2026-03-28', '2026-01-20', 311, 1, 0);
INSERT INTO Customer VALUES (10147, 'Ira Trivedi_10147', 51, 'Male', 'Premium', '2024-10-06', '2026-02-05', 90, 1, 1);
INSERT INTO Customer VALUES (10148, 'Aanya Verma_10148', 36, 'Other', 'Premium', '2025-11-29', '2026-03-26', 384, 3, 1);
INSERT INTO Customer VALUES (10149, 'Arjun Kapoor_10149', 41, 'Male', 'Standard', '2024-06-09', '2026-02-16', 251, 2, 0);
INSERT INTO Customer VALUES (10150, 'Aditya Das_10150', 49, 'Other', 'Premium', '2023-11-21', '2026-02-11', 133, 1, 1);
INSERT INTO Customer VALUES (10151, 'Neha Trivedi_10151', 46, 'Male', 'Standard', '2024-01-19', '2026-04-13', 45, 3, 0);
INSERT INTO Customer VALUES (10152, 'Vihaan Nair_10152', 43, 'Male', 'Premium', '2025-01-04', '2026-04-01', 135, 2, 1);
INSERT INTO Customer VALUES (10153, 'Neha Singh_10153', 52, 'Female', 'Basic', '2025-03-23', '2026-02-24', 449, 4, 0);
INSERT INTO Customer VALUES (10154, 'Alok Patel_10154', 34, 'Other', 'Premium', '2024-06-17', '2026-02-22', 174, 5, 1);
INSERT INTO Customer VALUES (10155, 'Rahul Ghosh_10155', 49, 'Male', 'Basic', '2025-03-10', '2026-02-20', 144, 3, 0);
INSERT INTO Customer VALUES (10156, 'Aarav Kumar_10156', 68, 'Other', 'Premium', '2025-07-03', '2026-03-09', 33, 2, 1);
INSERT INTO Customer VALUES (10157, 'Amit Menon_10157', 23, 'Male', 'Standard', '2024-10-30', '2026-02-12', 250, 2, 1);
INSERT INTO Customer VALUES (10158, 'Sneha Chauhan_10158', 30, 'Other', 'Premium', '2024-07-14', '2026-03-27', 374, 5, 0);
INSERT INTO Customer VALUES (10159, 'Ankit Das_10159', 51, 'Other', 'Basic', '2024-07-15', '2026-02-04', 123, 4, 0);
INSERT INTO Customer VALUES (10160, 'Vivaan Yadav_10160', 51, 'Male', 'Standard', '2024-04-22', '2026-02-20', 78, 5, 0);
INSERT INTO Customer VALUES (10161, 'Pari Mishra_10161', 35, 'Female', 'Standard', '2024-08-19', '2026-01-22', 151, 1, 0);
INSERT INTO Customer VALUES (10162, 'Vihaan Nair_10162', 52, 'Male', 'Premium', '2026-03-04', '2026-02-10', 334, 3, 0);
INSERT INTO Customer VALUES (10163, 'Suresh Bansal_10163', 58, 'Female', 'Standard', '2025-11-17', '2026-03-16', 128, 4, 1);
INSERT INTO Customer VALUES (10164, 'Diya Sharma_10164', 66, 'Other', 'Standard', '2025-04-11', '2026-03-22', 372, 1, 1);
INSERT INTO Customer VALUES (10165, 'Nitin Reddy_10165', 34, 'Male', 'Basic', '2025-03-01', '2026-04-14', 351, 5, 0);
INSERT INTO Customer VALUES (10166, 'Simran Ghosh_10166', 44, 'Female', 'Basic', '2026-01-06', '2026-04-18', 94, 4, 1);
INSERT INTO Customer VALUES (10167, 'Neha Menon_10167', 52, 'Other', 'Premium', '2025-12-22', '2026-02-13', 136, 4, 0);
INSERT INTO Customer VALUES (10168, 'Ira Pillai_10168', 58, 'Female', 'Premium', '2024-05-06', '2026-03-09', 192, 2, 1);
INSERT INTO Customer VALUES (10169, 'Deepak Iyer_10169', 48, 'Male', 'Standard', '2025-10-18', '2026-02-15', 158, 5, 1);
INSERT INTO Customer VALUES (10170, 'Nisha Pandya_10170', 31, 'Male', 'Standard', '2026-02-17', '2026-02-19', 493, 4, 1);
INSERT INTO Customer VALUES (10171, 'Alok Pillai_10171', 68, 'Other', 'Basic', '2025-09-16', '2026-01-26', 158, 4, 0);
INSERT INTO Customer VALUES (10172, 'Simran Sharma_10172', 47, 'Male', 'Basic', '2024-06-03', '2026-02-08', 7, 1, 1);
INSERT INTO Customer VALUES (10173, 'Saanvi Shetty_10173', 33, 'Female', 'Basic', '2025-04-05', '2026-04-14', 225, 3, 1);
INSERT INTO Customer VALUES (10174, 'Rohan Chatterjee_10174', 57, 'Female', 'Basic', '2025-02-24', '2026-04-21', 23, 5, 0);
INSERT INTO Customer VALUES (10175, 'Mahesh Agarwal_10175', 51, 'Other', 'Standard', '2025-02-12', '2026-02-06', 101, 3, 0);
INSERT INTO Customer VALUES (10176, 'Vivaan Singh_10176', 58, 'Male', 'Premium', '2023-09-26', '2026-03-08', 54, 1, 1);
INSERT INTO Customer VALUES (10177, 'Mahesh Chatterjee_10177', 54, 'Male', 'Standard', '2023-08-22', '2026-03-02', 217, 1, 1);
INSERT INTO Customer VALUES (10178, 'Sneha Patel_10178', 61, 'Other', 'Premium', '2025-05-24', '2026-01-25', 474, 4, 1);
INSERT INTO Customer VALUES (10179, 'Krishna Jain_10179', 68, 'Male', 'Premium', '2024-09-21', '2026-03-23', 393, 2, 1);
INSERT INTO Customer VALUES (10180, 'Aarav Kapoor_10180', 65, 'Other', 'Premium', '2026-03-10', '2026-04-16', 478, 4, 1);
INSERT INTO Customer VALUES (10181, 'Saanvi Kumar_10181', 19, 'Other', 'Standard', '2025-06-09', '2026-01-25', 418, 1, 1);
INSERT INTO Customer VALUES (10182, 'Rohan Shah_10182', 47, 'Female', 'Basic', '2023-10-15', '2026-03-03', 253, 2, 1);
INSERT INTO Customer VALUES (10183, 'Reyansh Chatterjee_10183', 24, 'Female', 'Standard', '2025-01-05', '2026-03-30', 271, 2, 1);
INSERT INTO Customer VALUES (10184, 'Krishna Verma_10184', 36, 'Female', 'Basic', '2026-01-11', '2026-03-17', 497, 4, 1);
INSERT INTO Customer VALUES (10185, 'Amit Sharma_10185', 51, 'Other', 'Basic', '2024-11-12', '2026-02-22', 469, 1, 1);
INSERT INTO Customer VALUES (10186, 'Amit Pandya_10186', 66, 'Other', 'Premium', '2025-02-04', '2026-02-25', 353, 1, 0);
INSERT INTO Customer VALUES (10187, 'Rohan Gupta_10187', 41, 'Female', 'Standard', '2024-12-11', '2026-02-27', 248, 5, 1);
INSERT INTO Customer VALUES (10188, 'Sneha Mehta_10188', 59, 'Female', 'Premium', '2025-01-14', '2026-03-19', 344, 5, 0);
INSERT INTO Customer VALUES (10189, 'Meera Kapoor_10189', 29, 'Other', 'Premium', '2024-08-16', '2026-02-09', 282, 2, 1);
INSERT INTO Customer VALUES (10190, 'Aadhya Mehta_10190', 53, 'Male', 'Standard', '2023-12-22', '2026-03-17', 148, 3, 1);
INSERT INTO Customer VALUES (10191, 'Neha Shah_10191', 42, 'Other', 'Standard', '2024-04-14', '2026-04-13', 89, 3, 1);
INSERT INTO Customer VALUES (10192, 'Aditya Chauhan_10192', 61, 'Other', 'Basic', '2023-10-10', '2026-02-03', 391, 4, 0);
INSERT INTO Customer VALUES (10193, 'Sneha Menon_10193', 54, 'Other', 'Premium', '2024-11-20', '2026-03-09', 322, 3, 1);
INSERT INTO Customer VALUES (10194, 'Sai Desai_10194', 60, 'Female', 'Standard', '2024-07-02', '2026-01-18', 236, 1, 0);
INSERT INTO Customer VALUES (10195, 'Ira Das_10195', 51, 'Male', 'Standard', '2025-12-01', '2026-01-30', 436, 4, 1);
INSERT INTO Customer VALUES (10196, 'Simran Trivedi_10196', 51, 'Male', 'Premium', '2023-10-06', '2026-03-21', 311, 5, 1);
INSERT INTO Customer VALUES (10197, 'Ishaan Kapoor_10197', 42, 'Female', 'Basic', '2025-04-01', '2026-02-07', 196, 1, 0);
INSERT INTO Customer VALUES (10198, 'Meera Das_10198', 50, 'Female', 'Standard', '2025-06-28', '2026-04-22', 199, 3, 1);
INSERT INTO Customer VALUES (10199, 'Sneha Pillai_10199', 32, 'Other', 'Standard', '2024-11-11', '2026-03-20', 490, 2, 1);
INSERT INTO Customer VALUES (10200, 'Ishaan Mishra_10200', 47, 'Female', 'Standard', '2025-10-17', '2026-04-12', 106, 1, 0);
INSERT INTO Customer VALUES (10201, 'Anika Mehta_10201', 23, 'Female', 'Basic', '2024-06-20', '2026-02-28', 320, 3, 1);
INSERT INTO Customer VALUES (10202, 'Pari Trivedi_10202', 59, 'Male', 'Basic', '2024-03-13', '2026-04-24', 346, 4, 0);
INSERT INTO Customer VALUES (10203, 'Pari Nair_10203', 22, 'Female', 'Basic', '2026-01-31', '2026-04-22', 20, 1, 1);
INSERT INTO Customer VALUES (10204, 'Karan Nair_10204', 55, 'Female', 'Premium', '2025-07-19', '2026-03-06', 133, 1, 0);
INSERT INTO Customer VALUES (10205, 'Mahesh Yadav_10205', 40, 'Female', 'Standard', '2023-10-04', '2026-03-10', 154, 5, 1);
INSERT INTO Customer VALUES (10206, 'Saanvi Bansal_10206', 63, 'Male', 'Premium', '2024-06-26', '2026-01-28', 377, 1, 0);
INSERT INTO Customer VALUES (10207, 'Deepak Jain_10207', 53, 'Female', 'Basic', '2025-12-11', '2026-02-21', 287, 5, 1);
INSERT INTO Customer VALUES (10208, 'Anika Patel_10208', 64, 'Female', 'Premium', '2024-05-24', '2026-04-22', 439, 3, 1);
INSERT INTO Customer VALUES (10209, 'Anika Nair_10209', 51, 'Female', 'Basic', '2024-01-02', '2026-04-08', 173, 3, 1);
INSERT INTO Customer VALUES (10210, 'Pooja Shah_10210', 67, 'Male', 'Standard', '2025-05-26', '2026-03-04', 113, 1, 1);
INSERT INTO Customer VALUES (10211, 'Navya Reddy_10211', 53, 'Female', 'Standard', '2025-07-07', '2026-01-20', 15, 3, 1);
INSERT INTO Customer VALUES (10212, 'Ira Trivedi_10212', 67, 'Other', 'Standard', '2024-01-10', '2026-04-05', 287, 5, 1);
INSERT INTO Customer VALUES (10213, 'Krishna Joshi_10213', 54, 'Male', 'Standard', '2024-07-08', '2026-03-20', 229, 3, 0);
INSERT INTO Customer VALUES (10214, 'Kavya Joshi_10214', 45, 'Other', 'Premium', '2023-10-03', '2026-02-05', 188, 3, 1);
INSERT INTO Customer VALUES (10215, 'Diya Verma_10215', 41, 'Male', 'Standard', '2024-12-16', '2026-03-05', 127, 5, 0);
INSERT INTO Customer VALUES (10216, 'Priya Shah_10216', 52, 'Female', 'Standard', '2024-10-13', '2026-03-03', 388, 3, 1);
INSERT INTO Customer VALUES (10217, 'Karan Chauhan_10217', 50, 'Male', 'Basic', '2026-01-02', '2026-03-08', 461, 4, 1);
INSERT INTO Customer VALUES (10218, 'Shaurya Agarwal_10218', 48, 'Other', 'Standard', '2025-11-19', '2026-02-11', 431, 4, 0);
INSERT INTO Customer VALUES (10219, 'Suresh Nair_10219', 53, 'Female', 'Premium', '2024-12-08', '2026-03-25', 171, 2, 0);
INSERT INTO Customer VALUES (10220, 'Vihaan Bansal_10220', 51, 'Female', 'Basic', '2025-08-21', '2026-01-25', 386, 1, 1);
INSERT INTO Customer VALUES (10221, 'Krishna Naidu_10221', 48, 'Female', 'Standard', '2025-09-16', '2026-02-20', 363, 2, 0);
INSERT INTO Customer VALUES (10222, 'Rohan Reddy_10222', 34, 'Male', 'Standard', '2024-06-29', '2026-02-21', 284, 1, 1);
INSERT INTO Customer VALUES (10223, 'Arjun Agarwal_10223', 56, 'Female', 'Premium', '2024-02-27', '2026-03-26', 465, 1, 0);
INSERT INTO Customer VALUES (10224, 'Pari Verma_10224', 40, 'Female', 'Basic', '2026-01-07', '2026-04-21', 152, 5, 1);
INSERT INTO Customer VALUES (10225, 'Riya Singh_10225', 22, 'Female', 'Standard', '2023-08-05', '2026-01-21', 216, 1, 1);
INSERT INTO Customer VALUES (10226, 'Nitin Trivedi_10226', 21, 'Male', 'Premium', '2025-01-19', '2026-03-15', 248, 5, 0);
INSERT INTO Customer VALUES (10227, 'Alok Iyer_10227', 47, 'Female', 'Standard', '2025-07-17', '2026-02-10', 109, 5, 0);
INSERT INTO Customer VALUES (10228, 'Ira Jain_10228', 29, 'Female', 'Standard', '2024-07-09', '2026-02-10', 404, 2, 0);
INSERT INTO Customer VALUES (10229, 'Vihaan Naidu_10229', 33, 'Female', 'Premium', '2025-09-01', '2026-04-18', 473, 1, 1);
INSERT INTO Customer VALUES (10230, 'Suresh Patel_10230', 46, 'Female', 'Standard', '2025-04-22', '2026-02-19', 37, 4, 1);
INSERT INTO Customer VALUES (10231, 'Neha Nair_10231', 55, 'Female', 'Basic', '2024-02-29', '2026-03-10', 106, 2, 1);
INSERT INTO Customer VALUES (10232, 'Riya Shah_10232', 44, 'Female', 'Basic', '2024-06-06', '2026-01-30', 335, 2, 1);
INSERT INTO Customer VALUES (10233, 'Aarav Sharma_10233', 66, 'Male', 'Basic', '2023-11-03', '2026-03-28', 4, 2, 1);
INSERT INTO Customer VALUES (10234, 'Meera Kapoor_10234', 64, 'Female', 'Basic', '2024-06-01', '2026-04-27', 414, 4, 0);
INSERT INTO Customer VALUES (10235, 'Reyansh Chatterjee_10235', 61, 'Other', 'Premium', '2024-07-27', '2026-04-23', 369, 4, 1);
INSERT INTO Customer VALUES (10236, 'Aarav Yadav_10236', 52, 'Male', 'Basic', '2025-10-07', '2026-02-11', 461, 5, 1);
INSERT INTO Customer VALUES (10237, 'Diya Bansal_10237', 20, 'Other', 'Premium', '2025-01-18', '2026-01-26', 160, 1, 0);
INSERT INTO Customer VALUES (10238, 'Vikas Verma_10238', 52, 'Female', 'Premium', '2023-12-23', '2026-01-21', 255, 5, 1);
INSERT INTO Customer VALUES (10239, 'Vikas Das_10239', 29, 'Female', 'Premium', '2025-10-10', '2026-04-15', 94, 1, 0);
INSERT INTO Customer VALUES (10240, 'Anika Chatterjee_10240', 53, 'Male', 'Premium', '2025-01-21', '2026-04-08', 184, 2, 0);
INSERT INTO Customer VALUES (10241, 'Saanvi Reddy_10241', 57, 'Other', 'Basic', '2024-07-02', '2026-03-25', 417, 2, 0);
INSERT INTO Customer VALUES (10242, 'Ankit Iyer_10242', 66, 'Male', 'Premium', '2023-12-31', '2026-01-18', 173, 1, 0);
INSERT INTO Customer VALUES (10243, 'Ishaan Menon_10243', 68, 'Other', 'Basic', '2024-02-22', '2026-03-18', 348, 1, 1);
INSERT INTO Customer VALUES (10244, 'Ishaan Sharma_10244', 42, 'Male', 'Basic', '2026-01-02', '2026-04-05', 4, 2, 0);
INSERT INTO Customer VALUES (10245, 'Vihaan Sharma_10245', 38, 'Female', 'Premium', '2024-09-21', '2026-03-15', 397, 3, 0);
INSERT INTO Customer VALUES (10246, 'Neha Singh_10246', 56, 'Female', 'Basic', '2025-02-21', '2026-04-15', 464, 4, 1);
INSERT INTO Customer VALUES (10247, 'Rohan Naidu_10247', 39, 'Other', 'Basic', '2025-12-08', '2026-03-02', 18, 1, 1);
INSERT INTO Customer VALUES (10248, 'Sai Patel_10248', 37, 'Male', 'Basic', '2025-07-18', '2026-03-11', 17, 5, 1);
INSERT INTO Customer VALUES (10249, 'Aarav Pandya_10249', 47, 'Female', 'Basic', '2023-10-14', '2026-02-13', 251, 5, 0);
INSERT INTO Customer VALUES (10250, 'Priya Ghosh_10250', 54, 'Female', 'Basic', '2024-02-11', '2026-01-22', 256, 5, 0);
INSERT INTO Customer VALUES (10251, 'Pari Reddy_10251', 20, 'Other', 'Standard', '2025-12-18', '2026-01-23', 173, 2, 0);
INSERT INTO Customer VALUES (10252, 'Aadhya Menon_10252', 26, 'Male', 'Standard', '2025-08-20', '2026-03-26', 341, 3, 0);
INSERT INTO Customer VALUES (10253, 'Shaurya Patel_10253', 21, 'Other', 'Standard', '2023-12-22', '2026-02-06', 370, 3, 1);
INSERT INTO Customer VALUES (10254, 'Neha Chauhan_10254', 36, 'Male', 'Premium', '2025-11-07', '2026-02-23', 356, 1, 1);
INSERT INTO Customer VALUES (10255, 'Suresh Chauhan_10255', 46, 'Female', 'Basic', '2023-12-29', '2026-04-11', 102, 2, 0);
INSERT INTO Customer VALUES (10256, 'Neha Chauhan_10256', 18, 'Female', 'Standard', '2025-07-28', '2026-03-06', 206, 5, 1);
INSERT INTO Customer VALUES (10257, 'Ankit Jain_10257', 62, 'Female', 'Premium', '2025-11-15', '2026-04-07', 464, 2, 1);
INSERT INTO Customer VALUES (10258, 'Suresh Bansal_10258', 66, 'Female', 'Premium', '2024-01-01', '2026-02-21', 176, 3, 1);
INSERT INTO Customer VALUES (10259, 'Riya Joshi_10259', 25, 'Female', 'Basic', '2023-08-07', '2026-03-22', 42, 5, 0);
INSERT INTO Customer VALUES (10260, 'Rohan Kulkarni_10260', 57, 'Male', 'Premium', '2025-02-15', '2026-04-08', 19, 3, 1);
INSERT INTO Customer VALUES (10261, 'Priya Yadav_10261', 35, 'Other', 'Standard', '2026-04-28', '2026-01-31', 463, 1, 0);
INSERT INTO Customer VALUES (10262, 'Navya Joshi_10262', 38, 'Male', 'Premium', '2024-06-21', '2026-02-02', 342, 1, 0);
INSERT INTO Customer VALUES (10263, 'Suresh Sharma_10263', 25, 'Female', 'Standard', '2025-04-12', '2026-04-21', 143, 2, 1);
INSERT INTO Customer VALUES (10264, 'Arjun Pillai_10264', 63, 'Female', 'Basic', '2024-12-28', '2026-04-07', 400, 5, 0);
INSERT INTO Customer VALUES (10265, 'Navya Chauhan_10265', 66, 'Other', 'Standard', '2024-08-19', '2026-02-28', 100, 2, 1);
INSERT INTO Customer VALUES (10266, 'Mahesh Mishra_10266', 40, 'Other', 'Basic', '2025-10-22', '2026-04-22', 191, 3, 0);
INSERT INTO Customer VALUES (10267, 'Vikas Pandya_10267', 35, 'Female', 'Premium', '2025-02-24', '2026-04-28', 426, 3, 1);
INSERT INTO Customer VALUES (10268, 'Nitin Shetty_10268', 41, 'Male', 'Standard', '2025-12-26', '2026-03-12', 450, 4, 0);
INSERT INTO Customer VALUES (10269, 'Rohan Kulkarni_10269', 24, 'Female', 'Premium', '2023-08-22', '2026-02-17', 87, 1, 0);
INSERT INTO Customer VALUES (10270, 'Meera Joshi_10270', 23, 'Male', 'Standard', '2025-01-06', '2026-04-20', 276, 3, 0);
INSERT INTO Customer VALUES (10271, 'Rohan Ghosh_10271', 49, 'Other', 'Basic', '2024-12-09', '2026-03-25', 488, 1, 1);
INSERT INTO Customer VALUES (10272, 'Nisha Mishra_10272', 27, 'Other', 'Basic', '2024-08-23', '2026-02-28', 395, 2, 0);
INSERT INTO Customer VALUES (10273, 'Aarav Naidu_10273', 29, 'Other', 'Premium', '2024-06-12', '2026-02-09', 226, 2, 1);
INSERT INTO Customer VALUES (10274, 'Kavya Sharma_10274', 45, 'Male', 'Premium', '2025-10-21', '2026-02-17', 440, 3, 0);
INSERT INTO Customer VALUES (10275, 'Alok Sharma_10275', 61, 'Female', 'Basic', '2024-04-16', '2026-02-09', 23, 4, 0);
INSERT INTO Customer VALUES (10276, 'Aadhya Shah_10276', 29, 'Other', 'Standard', '2024-07-28', '2026-02-09', 268, 1, 0);
INSERT INTO Customer VALUES (10277, 'Deepak Sharma_10277', 54, 'Female', 'Basic', '2025-01-31', '2026-03-14', 106, 3, 0);
INSERT INTO Customer VALUES (10278, 'Kavya Menon_10278', 57, 'Male', 'Premium', '2025-10-16', '2026-03-08', 201, 1, 1);
INSERT INTO Customer VALUES (10279, 'Rahul Nair_10279', 19, 'Female', 'Standard', '2024-04-12', '2026-04-04', 160, 5, 1);
INSERT INTO Customer VALUES (10280, 'Deepak Reddy_10280', 60, 'Female', 'Standard', '2024-06-19', '2026-04-02', 4, 1, 0);
INSERT INTO Customer VALUES (10281, 'Sneha Mishra_10281', 24, 'Other', 'Standard', '2025-04-28', '2026-03-02', 32, 5, 0);
INSERT INTO Customer VALUES (10282, 'Vivaan Yadav_10282', 34, 'Male', 'Basic', '2024-11-26', '2026-03-19', 64, 3, 0);
INSERT INTO Customer VALUES (10283, 'Amit Jain_10283', 21, 'Other', 'Basic', '2025-08-13', '2026-03-08', 3, 1, 1);
INSERT INTO Customer VALUES (10284, 'Riya Mehta_10284', 63, 'Other', 'Premium', '2023-08-10', '2026-01-21', 313, 3, 0);
INSERT INTO Customer VALUES (10285, 'Meera Naidu_10285', 31, 'Other', 'Basic', '2025-09-23', '2026-03-24', 354, 5, 1);
INSERT INTO Customer VALUES (10286, 'Suresh Kapoor_10286', 61, 'Male', 'Standard', '2024-12-05', '2026-02-02', 177, 2, 0);
INSERT INTO Customer VALUES (10287, 'Arjun Iyer_10287', 27, 'Other', 'Standard', '2024-09-10', '2026-02-25', 27, 1, 0);
