CustomerID,Name,Age,Gender,SubscriptionType,SubscriptionDate,LastLoginDate,TotalSessions,FeedbackScore,IsChurned
7626,Sai Agarwal_7626,51,Other,Standard,23-01-2025,23-04-2026,308,3,1
7627,Priya Yadav_7627,18,Male,Premium,14-01-2025,14-03-2026,245,3,0
7628,Krishna Nair_7628,41,Male,Standard,18-01-2024,21-01-2026,456,3,0
7629,Aditya Desai_7629,54,Female,Basic,21-12-2024,25-02-2026,277,5,0
7630,Vivaan Gupta_7630,63,Male,Premium,28-08-2024,18-01-2026,82,4,1
7631,Priya Sharma_7631,68,Male,Basic,24-06-2025,15-02-2026,269,3,1
7632,Reyansh Trivedi_7632,46,Female,Standard,04-11-2023,24-04-2026,453,5,1
7633,Saanvi Mishra_7633,33,Other,Premium,04-04-2024,10-03-2026,228,4,0
7634,Suresh Bansal_7634,46,Other,Premium,18-12-2025,11-03-2026,485,5,0
7635,Reyansh Shetty_7635,21,Male,Standard,06-10-2023,17-04-2026,263,2,1
7636,Aarav Pandya_7636,23,Male,Standard,06-04-2025,22-01-2026,17,3,1
7637,Mahesh Joshi_7637,61,Female,Premium,04-07-2025,25-03-2026,334,3,0
7638,Vivaan Shetty_7638,57,Male,Basic,23-03-2024,25-04-2026,403,4,0
7639,Neha Desai_7639,51,Male,Premium,18-06-2024,07-04-2026,318,1,0
7640,Anika Chauhan_7640,57,Male,Basic,20-09-2024,11-04-2026,210,1,0
7641,Navya Agarwal_7641,30,Male,Standard,28-11-2025,15-04-2026,283,1,1
7642,Ankit Trivedi_7642,29,Male,Premium,21-07-2024,19-03-2026,225,2,0
7643,Aditya Pillai_7643,34,Other,Standard,10-12-2023,20-02-2026,239,5,1
7644,Arjun Sharma_7644,19,Female,Premium,26-12-2025,30-03-2026,310,3,1
7645,Simran Singh_7645,31,Female,Premium,05-12-2024,27-03-2026,228,1,0
7646,Shaurya Gupta_7646,46,Male,Premium,23-06-2024,12-04-2026,101,1,1
7647,Rahul Trivedi_7647,42,Other,Premium,23-01-2026,28-03-2026,323,3,1
7648,Ankit Menon_7648,45,Male,Premium,11-02-2025,29-03-2026,399,1,1
7649,Sai Das_7649,61,Female,Basic,15-09-2023,21-04-2026,121,5,1
7650,Sai Kapoor_7650,32,Other,Standard,14-11-2024,22-03-2026,150,3,1
7651,Amit Shah_7651,42,Male,Premium,30-12-2024,20-04-2026,78,1,1
7652,Saanvi Kumar_7652,36,Male,Premium,28-12-2025,19-01-2026,205,4,0
7653,Nitin Gupta_7653,54,Male,Premium,13-10-2023,13-04-2026,200,3,1
7654,Rohan Pandya_7654,54,Male,Standard,05-04-2025,29-01-2026,496,1,1
7655,Nisha Kapoor_7655,30,Female,Standard,19-08-2024,24-04-2026,190,2,0
7656,Arjun Shetty_7656,23,Other,Standard,15-03-2026,23-02-2026,447,3,1
7657,Shaurya Bansal_7657,50,Female,Premium,04-03-2025,30-01-2026,191,4,1
7658,Rahul Pandya_7658,65,Female,Standard,30-03-2025,29-03-2026,88,2,1
7659,Navya Kumar_7659,23,Other,Premium,04-04-2025,24-03-2026,349,5,1
7660,Deepak Trivedi_7660,58,Female,Basic,06-09-2025,19-04-2026,52,1,0
7661,Vikas Iyer_7661,44,Female,Basic,02-10-2025,05-02-2026,480,4,0
7662,Ishaan Singh_7662,27,Female,Premium,15-12-2024,19-04-2026,175,2,0
7663,Priya Bansal_7663,40,Other,Basic,30-01-2025,12-03-2026,328,4,1
7664,Deepak Trivedi_7664,34,Other,Standard,22-05-2025,21-01-2026,433,2,1
7665,Aanya Nair_7665,26,Male,Basic,04-03-2026,12-04-2026,350,3,1
7666,Aanya Naidu_7666,67,Female,Premium,13-02-2024,03-02-2026,471,2,1
7667,Shaurya Agarwal_7667,42,Other,Premium,20-11-2023,26-03-2026,156,4,1
7668,Pooja Chatterjee_7668,34,Male,Basic,19-12-2023,20-03-2026,138,5,0
7669,Arjun Ghosh_7669,34,Female,Premium,18-11-2024,22-04-2026,309,1,0
7670,Aarav Menon_7670,40,Female,Basic,24-11-2023,11-04-2026,329,1,0
7671,Neha Mehta_7671,61,Female,Premium,26-01-2026,03-02-2026,262,5,1
7672,Riya Jain_7672,40,Female,Basic,23-03-2025,15-04-2026,253,3,1
7673,Alok Shah_7673,38,Other,Standard,19-12-2024,07-02-2026,345,3,1
7674,Suresh Patel_7674,59,Female,Standard,22-05-2024,04-04-2026,63,2,0
7675,Alok Jain_7675,66,Male,Premium,21-02-2025,21-04-2026,379,3,0
7676,Reyansh Yadav_7676,47,Male,Basic,31-03-2024,15-04-2026,103,4,1
7677,Saanvi Reddy_7677,55,Male,Basic,08-07-2024,15-03-2026,413,2,0
7678,Ankit Pillai_7678,62,Other,Basic,02-06-2025,14-04-2026,460,4,1
7679,Suresh Pillai_7679,29,Male,Standard,06-11-2023,06-04-2026,242,2,1
7680,Mahesh Yadav_7680,19,Female,Basic,27-06-2025,02-04-2026,254,3,0
7681,Meera Das_7681,18,Male,Premium,09-08-2024,19-01-2026,260,3,1
7682,Meera Pillai_7682,39,Male,Standard,26-10-2023,11-04-2026,497,2,1
7683,Navya Mishra_7683,64,Other,Premium,02-06-2025,23-04-2026,217,2,1
7684,Suresh Agarwal_7684,26,Male,Standard,08-12-2024,09-02-2026,205,3,1
7685,Ira Patel_7685,30,Male,Standard,30-08-2024,09-03-2026,95,4,1
7686,Aarav Shah_7686,60,Other,Premium,11-11-2025,11-02-2026,261,1,1
7687,Vihaan Joshi_7687,39,Male,Standard,15-04-2025,05-04-2026,241,4,1
7688,Aditya Reddy_7688,39,Male,Premium,29-11-2023,31-01-2026,0,4,1
7689,Aarav Verma_7689,32,Other,Standard,18-08-2024,01-04-2026,138,2,1
7690,Alok Chauhan_7690,37,Other,Standard,02-11-2023,05-03-2026,479,1,0
7691,Navya Pandya_7691,49,Male,Standard,27-11-2025,28-04-2026,456,4,0
7692,Suresh Chauhan_7692,18,Male,Premium,27-04-2025,27-04-2026,53,2,1
7693,Amit Singh_7693,43,Other,Basic,02-04-2026,14-02-2026,240,4,1
7694,Navya Iyer_7694,54,Male,Standard,30-09-2023,31-01-2026,133,1,1
7695,Sai Reddy_7695,37,Other,Standard,23-02-2025,19-02-2026,495,5,0
7696,Rahul Trivedi_7696,26,Female,Standard,11-12-2024,17-02-2026,280,1,1
7697,Pooja Agarwal_7697,53,Male,Premium,17-01-2025,22-04-2026,192,3,0
7698,Ankit Mehta_7698,51,Other,Standard,23-10-2024,01-03-2026,213,4,0
7699,Pooja Nair_7699,40,Other,Premium,02-02-2024,17-04-2026,291,2,0
7700,Kavya Reddy_7700,67,Female,Premium,31-03-2026,10-04-2026,264,2,1
7701,Arjun Pandya_7701,48,Other,Basic,11-06-2025,27-03-2026,438,4,0
7702,Nitin Das_7702,21,Female,Standard,28-10-2024,09-03-2026,473,3,1
7703,Amit Kulkarni_7703,51,Female,Standard,17-08-2023,06-03-2026,37,2,1
7704,Aadhya Kumar_7704,41,Male,Premium,22-05-2025,22-02-2026,4,4,1
7705,Navya Chatterjee_7705,44,Male,Basic,09-09-2024,03-02-2026,208,2,1
7706,Vihaan Kapoor_7706,46,Male,Basic,24-05-2024,24-03-2026,49,2,0
7707,Anaya Desai_7707,42,Female,Premium,27-01-2025,16-02-2026,427,5,1
7708,Myra Shetty_7708,29,Male,Standard,06-11-2024,21-02-2026,219,3,1
7709,Krishna Chatterjee_7709,18,Female,Basic,22-05-2024,27-04-2026,430,2,1
7710,Pooja Shah_7710,57,Female,Standard,29-10-2024,19-02-2026,141,2,1
7711,Saanvi Desai_7711,19,Other,Basic,25-03-2026,27-04-2026,431,2,1
7712,Amit Reddy_7712,63,Other,Premium,14-03-2024,26-03-2026,133,2,0
7713,Vikas Naidu_7713,48,Male,Basic,19-10-2025,23-01-2026,211,3,1
7714,Navya Chatterjee_7714,52,Other,Standard,04-03-2026,02-04-2026,207,3,1
7715,Simran Naidu_7715,48,Other,Standard,20-04-2025,18-01-2026,280,4,1
7716,Aditya Sharma_7716,34,Female,Basic,14-07-2025,18-04-2026,491,5,1
7717,Simran Agarwal_7717,19,Female,Premium,10-10-2023,17-04-2026,245,4,1
7718,Vivaan Menon_7718,29,Female,Basic,22-10-2025,30-03-2026,236,1,1
7719,Pari Iyer_7719,48,Female,Premium,31-10-2025,08-03-2026,388,2,0
7720,Navya Sharma_7720,64,Male,Premium,17-04-2024,18-02-2026,391,2,1
7721,Diya Chauhan_7721,63,Male,Basic,28-01-2026,24-04-2026,182,2,1
7722,Sai Yadav_7722,44,Female,Basic,12-10-2025,10-04-2026,481,1,0
7723,Ishaan Agarwal_7723,21,Other,Standard,28-04-2024,28-03-2026,13,2,0
7724,Vihaan Trivedi_7724,34,Male,Basic,16-08-2025,14-02-2026,217,1,1
7725,Kavya Patel_7725,37,Male,Standard,09-04-2024,25-01-2026,66,1,1
7726,Alok Menon_7726,54,Other,Standard,25-11-2024,24-02-2026,92,5,1
7727,Sneha Kapoor_7727,35,Female,Standard,22-08-2023,02-03-2026,52,4,0
7728,Vihaan Shetty_7728,51,Female,Premium,21-10-2024,12-03-2026,189,2,1
7729,Nisha Kapoor_7729,35,Male,Basic,22-11-2025,19-04-2026,300,1,1
7730,Ira Chauhan_7730,60,Male,Standard,29-12-2024,26-02-2026,21,1,0
7731,Alok Desai_7731,30,Female,Basic,11-04-2024,31-01-2026,333,1,0
7732,Anaya Chatterjee_7732,34,Male,Premium,22-11-2024,27-04-2026,417,5,1
7733,Amit Shah_7733,22,Male,Standard,27-09-2024,28-03-2026,154,3,0
7734,Pooja Pillai_7734,51,Female,Basic,26-10-2023,01-02-2026,200,5,1
7735,Kavya Bansal_7735,18,Female,Premium,29-12-2023,24-04-2026,291,1,1
7736,Vikas Kumar_7736,22,Male,Basic,07-10-2025,28-02-2026,395,2,0
7737,Suresh Mehta_7737,39,Female,Standard,19-06-2024,24-04-2026,344,5,1
7738,Reyansh Kapoor_7738,21,Other,Premium,31-12-2023,23-03-2026,369,5,0
7739,Neha Chatterjee_7739,20,Male,Basic,15-03-2025,06-02-2026,404,3,1
7740,Anaya Agarwal_7740,49,Other,Standard,09-07-2025,14-04-2026,353,4,1
7741,Saanvi Trivedi_7741,56,Other,Basic,19-11-2025,07-03-2026,130,3,0
7742,Karan Bansal_7742,36,Male,Basic,18-03-2025,01-02-2026,32,4,0
7743,Rohan Kulkarni_7743,66,Other,Basic,31-10-2023,04-02-2026,152,3,1
7744,Krishna Shah_7744,58,Female,Standard,23-08-2024,14-03-2026,265,4,0
7745,Ankit Kapoor_7745,38,Female,Premium,11-03-2024,09-03-2026,455,1,0
7746,Aarav Pandya_7746,25,Male,Premium,28-12-2023,03-03-2026,327,3,0
7747,Neha Agarwal_7747,61,Other,Standard,15-04-2024,10-03-2026,67,1,0
7748,Rohan Kapoor_7748,47,Female,Premium,06-04-2024,28-02-2026,394,2,0
7749,Deepak Agarwal_7749,42,Male,Standard,26-11-2025,24-04-2026,219,1,1
7750,Neha Shah_7750,65,Other,Standard,16-02-2024,18-03-2026,308,1,1
7751,Sneha Nair_7751,39,Female,Basic,28-04-2024,20-04-2026,459,5,1
7752,Vivaan Jain_7752,29,Male,Standard,07-10-2024,17-04-2026,438,1,1
7753,Ishaan Gupta_7753,18,Other,Standard,03-02-2026,07-04-2026,376,1,0
7754,Ishaan Shah_7754,32,Male,Standard,06-11-2023,26-04-2026,144,4,0
7755,Mahesh Ghosh_7755,48,Other,Basic,13-03-2026,11-02-2026,293,1,0
7756,Sneha Agarwal_7756,21,Other,Basic,24-12-2025,20-03-2026,5,4,0
7757,Rohan Pandya_7757,63,Male,Basic,18-08-2023,06-04-2026,317,1,0
7758,Amit Mishra_7758,28,Other,Standard,06-11-2025,23-02-2026,212,4,1
7759,Sai Chatterjee_7759,24,Female,Premium,09-10-2023,10-02-2026,94,2,0
7760,Riya Chatterjee_7760,52,Other,Premium,28-07-2025,03-04-2026,14,4,1
7761,Saanvi Nair_7761,41,Female,Basic,02-03-2025,11-04-2026,122,5,0
7762,Arjun Nair_7762,66,Female,Standard,23-08-2024,10-02-2026,88,2,0
7763,Vivaan Kumar_7763,60,Other,Premium,11-12-2025,11-04-2026,40,4,0
7764,Ira Menon_7764,39,Male,Basic,27-01-2025,03-04-2026,116,2,1
7765,Krishna Verma_7765,58,Female,Premium,28-12-2023,04-04-2026,485,4,1
7766,Ankit Pandya_7766,59,Male,Basic,09-10-2024,23-01-2026,199,1,0
7767,Rohan Iyer_7767,46,Male,Basic,19-11-2024,24-04-2026,109,5,1
7768,Nitin Kumar_7768,20,Other,Standard,30-10-2025,21-01-2026,84,1,1
7769,Krishna Kumar_7769,61,Female,Standard,02-12-2023,15-04-2026,66,1,1
7770,Arjun Desai_7770,44,Other,Standard,20-04-2025,27-03-2026,241,3,0
7771,Deepak Pandya_7771,34,Other,Standard,25-11-2025,24-02-2026,39,1,0
7772,Aditya Iyer_7772,22,Female,Premium,08-07-2025,06-03-2026,466,5,1
7773,Sneha Kapoor_7773,37,Male,Standard,09-08-2023,12-03-2026,6,1,1
7774,Aadhya Kapoor_7774,65,Female,Standard,22-06-2024,09-02-2026,75,3,0
7775,Aarav Singh_7775,53,Female,Basic,16-07-2025,25-02-2026,11,2,1
7776,Rahul Trivedi_7776,64,Female,Basic,18-01-2025,06-04-2026,281,3,0
7777,Arjun Pandya_7777,18,Male,Premium,02-08-2025,09-04-2026,115,3,1
7778,Kavya Mishra_7778,55,Male,Standard,03-03-2024,18-03-2026,261,5,0
7779,Rahul Sharma_7779,60,Other,Basic,22-08-2024,01-04-2026,143,3,0
7780,Amit Naidu_7780,51,Female,Premium,26-10-2025,03-04-2026,224,1,0
7781,Sneha Joshi_7781,30,Female,Standard,27-03-2025,20-01-2026,44,2,1
7782,Deepak Iyer_7782,54,Other,Standard,13-05-2025,18-04-2026,128,1,1
7783,Meera Verma_7783,40,Other,Standard,07-12-2024,25-02-2026,448,5,0
7784,Rohan Das_7784,18,Other,Premium,17-03-2024,24-01-2026,282,1,1
7785,Saanvi Chauhan_7785,68,Female,Premium,03-09-2024,09-03-2026,235,3,0
7786,Ira Kapoor_7786,24,Male,Standard,05-07-2025,01-03-2026,402,5,0
7787,Aditya Reddy_7787,45,Male,Premium,30-07-2025,16-04-2026,250,1,0
7788,Vihaan Shah_7788,38,Male,Standard,27-04-2024,24-04-2026,446,5,0
7789,Priya Verma_7789,42,Female,Premium,29-12-2025,25-01-2026,146,2,1
7790,Rohan Agarwal_7790,39,Male,Standard,20-05-2024,13-04-2026,132,4,0
7791,Reyansh Shetty_7791,28,Other,Premium,01-02-2024,15-02-2026,451,1,0
7792,Aadhya Kumar_7792,39,Female,Standard,24-09-2023,23-03-2026,380,5,1
7793,Krishna Joshi_7793,59,Other,Standard,16-06-2025,10-03-2026,411,2,0
7794,Nitin Chatterjee_7794,31,Female,Premium,08-10-2025,17-03-2026,25,3,0
7795,Vikas Chauhan_7795,49,Male,Standard,03-01-2025,25-03-2026,293,1,1
7796,Aadhya Pillai_7796,35,Other,Basic,18-07-2024,22-02-2026,310,4,0
7797,Neha Gupta_7797,46,Male,Standard,25-05-2024,07-04-2026,68,3,0
7798,Rohan Naidu_7798,43,Other,Premium,27-06-2025,25-03-2026,3,1,0
7799,Pari Mehta_7799,21,Male,Basic,22-05-2024,05-03-2026,280,4,0
7800,Priya Trivedi_7800,54,Female,Basic,02-10-2024,28-04-2026,232,2,1
7801,Ankit Mehta_7801,39,Female,Standard,04-02-2026,19-01-2026,64,4,0
7802,Aditya Ghosh_7802,66,Female,Standard,15-11-2025,15-02-2026,460,3,0
7803,Aditya Chatterjee_7803,33,Other,Premium,15-05-2024,16-04-2026,156,5,0
7804,Alok Iyer_7804,32,Other,Basic,13-06-2025,18-03-2026,45,3,0
7805,Navya Mishra_7805,23,Male,Premium,27-09-2025,11-04-2026,370,4,1
7806,Karan Chatterjee_7806,59,Male,Standard,12-04-2025,26-01-2026,109,5,1
7807,Ira Singh_7807,26,Other,Standard,10-11-2023,13-02-2026,273,5,0
7808,Alok Trivedi_7808,68,Male,Standard,25-02-2025,23-01-2026,357,4,1
7809,Aanya Shetty_7809,53,Male,Basic,03-01-2026,02-03-2026,39,3,0
7810,Simran Mishra_7810,24,Female,Basic,22-01-2024,24-03-2026,24,4,1
7811,Simran Pandya_7811,30,Other,Standard,22-04-2024,07-04-2026,106,5,1
7812,Reyansh Pillai_7812,47,Other,Premium,20-09-2023,24-02-2026,463,4,0
7813,Myra Pillai_7813,29,Other,Basic,21-07-2025,15-04-2026,82,2,1
7814,Myra Chauhan_7814,65,Female,Premium,17-02-2024,17-03-2026,77,1,1
7815,Anaya Chatterjee_7815,43,Other,Premium,24-08-2025,10-02-2026,426,2,1
7816,Pari Chatterjee_7816,54,Other,Basic,25-06-2024,09-04-2026,111,4,0
7817,Arjun Nair_7817,52,Male,Standard,09-10-2024,12-03-2026,261,4,0
7818,Simran Mehta_7818,35,Female,Standard,28-05-2024,10-04-2026,295,5,0
7819,Karan Joshi_7819,53,Female,Standard,04-02-2026,19-03-2026,30,1,0
7820,Aarav Joshi_7820,64,Male,Standard,05-01-2025,11-04-2026,56,3,0
7821,Arjun Shetty_7821,47,Male,Standard,27-11-2024,14-02-2026,239,2,0
7822,Anika Joshi_7822,49,Other,Premium,13-02-2026,22-02-2026,307,3,0
7823,Aarav Verma_7823,41,Male,Premium,29-06-2025,01-02-2026,258,3,0
7824,Vihaan Kapoor_7824,29,Male,Basic,15-06-2024,08-02-2026,120,2,1
7825,Rohan Jain_7825,32,Other,Basic,12-06-2024,13-02-2026,228,4,1
7826,Aditya Chatterjee_7826,58,Male,Basic,03-07-2024,14-02-2026,172,5,1
7827,Ishaan Pillai_7827,54,Female,Premium,19-08-2024,07-02-2026,76,1,1
7828,Anaya Gupta_7828,27,Male,Basic,13-02-2024,25-03-2026,138,3,0
7829,Aanya Das_7829,61,Female,Standard,29-09-2023,08-04-2026,36,4,1
7830,Nisha Reddy_7830,18,Other,Basic,20-12-2023,14-04-2026,88,2,0
7831,Aarav Bansal_7831,52,Female,Standard,06-07-2025,10-04-2026,432,1,0
7832,Riya Patel_7832,28,Other,Basic,18-12-2023,06-02-2026,99,5,1
7833,Vihaan Shah_7833,37,Other,Premium,12-01-2026,30-03-2026,86,4,1
7834,Alok Singh_7834,53,Male,Premium,26-08-2025,05-04-2026,282,1,0
7835,Suresh Trivedi_7835,50,Female,Standard,25-09-2025,31-03-2026,16,2,0
7836,Vikas Sharma_7836,36,Male,Basic,01-06-2025,26-02-2026,16,2,0
7837,Nisha Iyer_7837,30,Male,Standard,25-02-2026,22-02-2026,411,2,1
7838,Suresh Reddy_7838,43,Male,Basic,07-06-2025,31-03-2026,172,4,0
7839,Anaya Agarwal_7839,29,Other,Premium,17-08-2024,24-04-2026,5,4,0
7840,Myra Naidu_7840,66,Female,Standard,12-11-2024,07-03-2026,163,3,0
7841,Deepak Desai_7841,41,Male,Premium,29-11-2025,07-03-2026,276,3,0
7842,Saanvi Kumar_7842,19,Female,Standard,18-09-2023,14-02-2026,262,3,1
7843,Sneha Das_7843,20,Male,Standard,02-01-2026,09-02-2026,465,4,0
7844,Navya Mishra_7844,21,Other,Premium,19-08-2024,06-02-2026,423,1,1
7845,Suresh Nair_7845,18,Other,Premium,01-10-2024,28-03-2026,399,4,1
7846,Saanvi Pillai_7846,64,Other,Standard,10-10-2023,23-04-2026,151,3,1
7847,Navya Pillai_7847,34,Female,Premium,02-06-2025,01-02-2026,178,5,1
7848,Aadhya Naidu_7848,58,Male,Premium,11-10-2024,19-01-2026,335,3,0
7849,Arjun Jain_7849,18,Other,Basic,15-03-2025,10-03-2026,176,4,0
7850,Ishaan Naidu_7850,31,Female,Standard,07-12-2023,29-03-2026,429,5,1
7851,Suresh Sharma_7851,24,Male,Premium,29-03-2025,02-02-2026,198,1,0
7852,Suresh Ghosh_7852,68,Other,Standard,29-09-2024,13-02-2026,499,5,0
7853,Krishna Pillai_7853,18,Other,Premium,24-10-2023,21-04-2026,128,5,1
7854,Myra Ghosh_7854,52,Male,Standard,30-12-2023,13-02-2026,237,4,1
7855,Rahul Singh_7855,61,Male,Premium,20-10-2023,18-02-2026,474,4,0
7856,Aanya Mehta_7856,38,Other,Standard,04-08-2023,10-04-2026,472,4,1
7857,Alok Desai_7857,66,Other,Basic,02-11-2023,19-01-2026,275,2,0
7858,Amit Nair_7858,64,Male,Basic,24-03-2026,20-02-2026,409,2,1
7859,Ira Sharma_7859,41,Male,Standard,22-11-2023,16-03-2026,91,4,0
7860,Shaurya Yadav_7860,58,Male,Premium,25-04-2025,29-01-2026,339,3,0
7861,Myra Chatterjee_7861,65,Female,Premium,18-08-2025,08-02-2026,184,5,1
7862,Simran Yadav_7862,20,Male,Standard,01-06-2025,20-04-2026,340,1,0
7863,Simran Das_7863,54,Male,Basic,01-07-2025,23-04-2026,187,1,1
7864,Krishna Singh_7864,31,Female,Basic,04-01-2026,04-02-2026,392,4,0
7865,Navya Trivedi_7865,50,Male,Basic,23-01-2025,01-03-2026,161,1,0
7866,Amit Kumar_7866,42,Female,Premium,19-08-2023,02-04-2026,94,5,0
7867,Vikas Chauhan_7867,29,Female,Premium,06-12-2025,03-04-2026,283,5,1
7868,Pari Bansal_7868,19,Other,Premium,04-12-2024,21-04-2026,88,1,0
7869,Arjun Shetty_7869,48,Female,Premium,27-07-2025,08-03-2026,378,5,0
7870,Mahesh Mishra_7870,28,Other,Premium,07-09-2025,22-04-2026,90,3,0
7871,Deepak Kapoor_7871,65,Other,Standard,08-09-2025,28-01-2026,176,4,0
7872,Vikas Iyer_7872,64,Female,Standard,05-10-2025,03-04-2026,113,5,1
7873,Ankit Chauhan_7873,64,Other,Standard,10-12-2023,21-04-2026,46,2,0
7874,Ishaan Patel_7874,54,Male,Basic,10-05-2024,30-01-2026,457,1,1
7875,Ankit Chauhan_7875,25,Other,Standard,10-07-2025,24-02-2026,355,1,0
7876,Karan Ghosh_7876,34,Female,Basic,30-11-2024,18-02-2026,499,2,0
7877,Aditya Patel_7877,51,Female,Premium,12-11-2025,20-04-2026,479,5,0
7878,Aarav Verma_7878,56,Male,Basic,06-01-2025,17-03-2026,367,5,0
7879,Alok Trivedi_7879,58,Female,Basic,16-04-2025,22-04-2026,27,2,1
7880,Navya Singh_7880,67,Other,Standard,17-08-2025,17-03-2026,329,1,1
7881,Sneha Ghosh_7881,39,Other,Basic,24-04-2026,19-01-2026,43,4,0
7882,Shaurya Yadav_7882,65,Male,Premium,21-11-2024,11-03-2026,491,5,1
7883,Aanya Ghosh_7883,64,Female,Standard,24-02-2025,08-04-2026,348,1,1
7884,Navya Kumar_7884,68,Male,Premium,07-08-2024,10-04-2026,382,5,0
7885,Nitin Jain_7885,18,Female,Basic,03-10-2023,28-01-2026,371,4,0
7886,Aditya Joshi_7886,52,Male,Basic,29-01-2026,17-02-2026,110,3,0
7887,Deepak Trivedi_7887,34,Other,Standard,06-11-2024,07-04-2026,304,1,0
7888,Rahul Agarwal_7888,34,Other,Basic,20-02-2026,29-01-2026,404,3,1
7889,Mahesh Pandya_7889,31,Other,Premium,06-04-2025,01-03-2026,219,5,1
7890,Vivaan Sharma_7890,47,Other,Standard,15-07-2025,16-03-2026,396,1,1
7891,Diya Yadav_7891,22,Other,Basic,13-07-2025,04-03-2026,150,2,1
7892,Anaya Desai_7892,22,Female,Basic,01-09-2025,12-02-2026,316,3,0
7893,Ankit Ghosh_7893,49,Female,Standard,02-05-2024,11-04-2026,239,1,0
7894,Arjun Kulkarni_7894,52,Male,Standard,04-04-2026,19-02-2026,255,2,0
7895,Ishaan Reddy_7895,67,Female,Premium,21-10-2023,11-04-2026,321,4,1
7896,Simran Shah_7896,30,Female,Standard,18-03-2024,25-02-2026,55,3,0
7897,Sai Jain_7897,25,Female,Standard,02-05-2024,01-02-2026,199,4,1
7898,Nisha Ghosh_7898,21,Other,Basic,01-01-2025,14-03-2026,87,4,1
7899,Vikas Nair_7899,55,Female,Standard,31-01-2025,26-01-2026,292,3,0
7900,Nisha Shetty_7900,48,Other,Standard,04-01-2026,09-02-2026,469,2,0
7901,Vihaan Ghosh_7901,28,Male,Standard,15-11-2023,08-02-2026,28,3,0
7902,Suresh Gupta_7902,34,Other,Standard,06-09-2023,26-04-2026,146,1,0
7903,Reyansh Das_7903,49,Female,Premium,17-10-2023,01-03-2026,261,4,0
7904,Simran Mishra_7904,22,Other,Basic,01-06-2025,19-02-2026,179,4,0
7905,Ankit Ghosh_7905,26,Male,Standard,21-01-2025,14-02-2026,155,4,0
7906,Anika Shah_7906,41,Female,Basic,12-08-2023,18-02-2026,468,1,1
7907,Aarav Gupta_7907,63,Other,Basic,24-01-2026,07-04-2026,280,4,0
7908,Aditya Joshi_7908,65,Female,Standard,11-07-2025,27-03-2026,479,4,0
7909,Anaya Agarwal_7909,60,Male,Standard,18-04-2025,23-04-2026,69,5,1
7910,Ankit Menon_7910,42,Male,Premium,15-05-2024,12-03-2026,91,4,0
7911,Riya Kumar_7911,39,Other,Premium,15-09-2024,03-03-2026,314,3,1
7912,Vivaan Shah_7912,22,Other,Premium,19-12-2024,27-03-2026,367,3,0
7913,Priya Joshi_7913,46,Other,Standard,30-03-2026,19-02-2026,79,5,0
7914,Vivaan Desai_7914,60,Female,Basic,23-03-2026,27-03-2026,477,4,1
7915,Ishaan Iyer_7915,64,Other,Premium,31-10-2025,18-01-2026,376,2,1
7916,Karan Sharma_7916,18,Other,Basic,07-04-2026,07-02-2026,346,5,0
7917,Nitin Das_7917,47,Female,Basic,02-11-2025,11-03-2026,454,1,0
7918,Neha Chatterjee_7918,55,Other,Premium,30-12-2025,12-02-2026,420,1,1
7919,Aarav Joshi_7919,30,Male,Premium,11-10-2024,20-03-2026,279,4,0
7920,Pari Pandya_7920,34,Female,Standard,04-08-2023,13-04-2026,131,5,0
7921,Rahul Patel_7921,34,Other,Basic,28-08-2024,26-01-2026,293,3,0
7922,Ishaan Singh_7922,61,Female,Standard,16-10-2025,27-02-2026,292,1,1
7923,Aarav Ghosh_7923,67,Female,Standard,30-09-2023,26-04-2026,245,3,1
7924,Priya Joshi_7924,42,Male,Standard,01-09-2025,16-04-2026,32,1,0
7925,Aadhya Menon_7925,34,Other,Premium,11-02-2024,29-03-2026,406,2,0
7926,Meera Patel_7926,44,Female,Premium,02-01-2026,20-01-2026,37,2,0
7927,Ishaan Kumar_7927,48,Other,Standard,03-02-2024,01-04-2026,499,2,0
7928,Aadhya Ghosh_7928,27,Female,Standard,25-11-2024,29-01-2026,117,5,1
7929,Vivaan Chatterjee_7929,45,Female,Premium,18-04-2025,14-03-2026,441,1,0
7930,Ankit Agarwal_7930,35,Male,Standard,01-04-2026,21-03-2026,239,5,1
7931,Reyansh Shah_7931,60,Other,Standard,02-01-2025,07-04-2026,437,3,0
7932,Krishna Kumar_7932,19,Other,Premium,13-09-2025,01-03-2026,415,3,0
7933,Krishna Gupta_7933,38,Female,Basic,03-05-2025,31-03-2026,426,4,1
7934,Karan Reddy_7934,20,Female,Premium,18-11-2023,17-04-2026,70,4,1
7935,Neha Kapoor_7935,55,Male,Basic,23-02-2026,25-04-2026,378,5,1
7936,Karan Shetty_7936,65,Male,Standard,09-06-2024,15-02-2026,333,2,0
7937,Ankit Iyer_7937,54,Other,Basic,05-11-2025,12-03-2026,59,2,0
7938,Mahesh Pandya_7938,19,Male,Standard,11-12-2024,04-02-2026,398,1,1
7939,Sai Chauhan_7939,63,Male,Basic,16-07-2024,16-04-2026,92,2,1
7940,Deepak Sharma_7940,29,Other,Basic,17-11-2023,07-04-2026,332,5,1
7941,Priya Jain_7941,49,Male,Premium,25-09-2024,12-02-2026,339,3,1
7942,Krishna Chatterjee_7942,33,Other,Premium,20-04-2026,20-03-2026,160,2,0
